Castle Name,Latitude,Longitude,Google Maps Link,Wikipedia Link
Castelo de Alter do Chão,39.19888889,-7.65861111,"https://www.google.com/maps?q=39.19888889,-7.65861111",https://pt.wikipedia.org/wiki/Castelo_de_Alter_do_Ch%C3%A3o
Castelo de Alter Pedroso,39.18916667,-7.62277778,"https://www.google.com/maps?q=39.18916667,-7.62277778",https://pt.wikipedia.org/wiki/Castelo_de_Alter_Pedroso
Castelo de Alva,41.04031913,-6.92400497,"https://www.google.com/maps?q=41.04031913,-6.92400497",https://pt.wikipedia.org/wiki/Castelo_de_Alva
Castelo de Alvito,38.2578,-7.9919,"https://www.google.com/maps?q=38.2578,-7.9919",https://pt.wikipedia.org/wiki/Castelo_de_Alvito
Castelo de Alvor,37.12926667,-8.59363611,"https://www.google.com/maps?q=37.12926667,-8.59363611",https://pt.wikipedia.org/wiki/Castelo_de_Alvor
Castelo de Amieira do Tejo,39.50802778,-7.816225,"https://www.google.com/maps?q=39.50802778,-7.816225",https://pt.wikipedia.org/wiki/Castelo_de_Amieira_do_Tejo
Castelo de Amieira,39.50802778,-7.816225,"https://www.google.com/maps?q=39.50802778,-7.816225",https://pt.wikipedia.org/wiki/Castelo_de_Amieira
Castelo de Ansiães,41.202876,-7.305461,"https://www.google.com/maps?q=41.202876,-7.305461",https://pt.wikipedia.org/wiki/Castelo_de_Ansi%C3%A3es
Castelo de Arnoia,41.36361111,-8.05194444,"https://www.google.com/maps?q=41.36361111,-8.05194444",https://pt.wikipedia.org/wiki/Castelo_de_Arnoia
Castelo de Arouce,40.100405,-8.235424,"https://www.google.com/maps?q=40.100405,-8.235424",https://pt.wikipedia.org/wiki/Castelo_de_Arouce
Castelo de Arraiolos,38.72555556,-7.9875,"https://www.google.com/maps?q=38.72555556,-7.9875",https://pt.wikipedia.org/wiki/Castelo_de_Arraiolos
Castelo de Arrifana,37.320314,-8.876097,"https://www.google.com/maps?q=37.320314,-8.876097",https://pt.wikipedia.org/wiki/Castelo_de_Arrifana
Castelo de Arronches,39.12361111,-7.28305556,"https://www.google.com/maps?q=39.12361111,-7.28305556",https://pt.wikipedia.org/wiki/Castelo_de_Arronches
Castelo de Assumar,39.1408462524414,-7.39043807983398,"https://www.google.com/maps?q=39.1408462524414,-7.39043807983398",https://pt.wikipedia.org/wiki/Castelo_de_Assumar
Castelo de Atouguia da Baleia,39.340012,-9.32533,"https://www.google.com/maps?q=39.340012,-9.32533",https://pt.wikipedia.org/wiki/Castelo_de_Atouguia_da_Baleia
Castelo de Avô,40.293133,-7.904417,"https://www.google.com/maps?q=40.293133,-7.904417",https://pt.wikipedia.org/wiki/Castelo_de_Av%C3%B4
Castelo de Azinhalinho,38.42954051,-7.45167469,"https://www.google.com/maps?q=38.42954051,-7.45167469",https://pt.wikipedia.org/wiki/Castelo_de_Azinhalinho
Castelo de Barbacena,38.96027778,-7.29361111,"https://www.google.com/maps?q=38.96027778,-7.29361111",https://pt.wikipedia.org/wiki/Castelo_de_Barbacena
Castelo de Beja,38.0175,-7.86555556,"https://www.google.com/maps?q=38.0175,-7.86555556",https://pt.wikipedia.org/wiki/Castelo_de_Beja
Castelo de Belmonte,40.35916667,-7.34833333,"https://www.google.com/maps?q=40.35916667,-7.34833333",https://pt.wikipedia.org/wiki/Castelo_de_Belmonte
Castelo de Belver,39.49386944,-7.96090278,"https://www.google.com/maps?q=39.49386944,-7.96090278",https://pt.wikipedia.org/wiki/Castelo_de_Belver
Castelo de Borba,38.80524,-7.456205,"https://www.google.com/maps?q=38.80524,-7.456205",https://pt.wikipedia.org/wiki/Castelo_de_Borba
Castelo de Braga,41.55131111,-8.42383889,"https://www.google.com/maps?q=41.55131111,-8.42383889",https://pt.wikipedia.org/wiki/Castelo_de_Braga
Castelo de Bragança,41.80416667,-6.74916667,"https://www.google.com/maps?q=41.80416667,-6.74916667",https://pt.wikipedia.org/wiki/Castelo_de_Bragan%C3%A7a
Castelo de Cabeço de Vide,39.134514,-7.586748,"https://www.google.com/maps?q=39.134514,-7.586748",https://pt.wikipedia.org/wiki/Castelo_de_Cabe%C3%A7o_de_Vide
Castelo de Campo Maior,39.011045,-7.072315,"https://www.google.com/maps?q=39.011045,-7.072315",https://pt.wikipedia.org/wiki/Castelo_de_Campo_Maior
Castelo de Carrazeda de Ansiães,41.202876,-7.305461,"https://www.google.com/maps?q=41.202876,-7.305461",https://pt.wikipedia.org/wiki/Castelo_de_Carrazeda_de_Ansi%C3%A3es
Castelo de Castelo Branco,39.825456,-7.496133,"https://www.google.com/maps?q=39.825456,-7.496133",https://pt.wikipedia.org/wiki/Castelo_de_Castelo_Branco
Castelo de Castelo de Vide,39.417766,-7.457937,"https://www.google.com/maps?q=39.417766,-7.457937",https://pt.wikipedia.org/wiki/Castelo_de_Castelo_de_Vide
Castelo de Castelo Novo,40.07796667,-7.49625,"https://www.google.com/maps?q=40.07796667,-7.49625",https://pt.wikipedia.org/wiki/Castelo_de_Castelo_Novo
Castelo de Castro Laboredo,42.02293056,-8.15824722,"https://www.google.com/maps?q=42.02293056,-8.15824722",https://pt.wikipedia.org/wiki/Castelo_de_Castro_Laboredo
Castelo de Castro Laboreiro,42.02293056,-8.15824722,"https://www.google.com/maps?q=42.02293056,-8.15824722",https://pt.wikipedia.org/wiki/Castelo_de_Castro_Laboreiro
Castelo de Castro Marim,37.218525,-7.44194444,"https://www.google.com/maps?q=37.218525,-7.44194444",https://pt.wikipedia.org/wiki/Castelo_de_Castro_Marim
Castelo de Celorico da Beira,40.63583333,-7.39333333,"https://www.google.com/maps?q=40.63583333,-7.39333333",https://pt.wikipedia.org/wiki/Castelo_de_Celorico_da_Beira
Castelo de Chaves,41.73944444,-7.47166667,"https://www.google.com/maps?q=41.73944444,-7.47166667",https://pt.wikipedia.org/wiki/Castelo_de_Chaves
Castelo de Cola,37.57875278,-8.30046944,"https://www.google.com/maps?q=37.57875278,-8.30046944",https://pt.wikipedia.org/wiki/Castelo_de_Cola
Castelo de Curutelo,41.653241,-8.605282,"https://www.google.com/maps?q=41.653241,-8.605282",https://pt.wikipedia.org/wiki/Castelo_de_Curutelo
Castelo de Elvas,38.88354167,-7.16289167,"https://www.google.com/maps?q=38.88354167,-7.16289167",https://pt.wikipedia.org/wiki/Castelo_de_Elvas
Castelo de Esporão,38.380289,-7.560823,"https://www.google.com/maps?q=38.380289,-7.560823",https://pt.wikipedia.org/wiki/Castelo_de_Espor%C3%A3o
Castelo de Estômbar,37.14613888888889,-8.486083333333333,"https://www.google.com/maps?q=37.14613888888889,-8.486083333333333",https://pt.wikipedia.org/wiki/Castelo_de_Est%C3%B4mbar
Castelo de Estremoz,38.841305,-7.591739,"https://www.google.com/maps?q=38.841305,-7.591739",https://pt.wikipedia.org/wiki/Castelo_de_Estremoz
Castelo de Faro,37.01197222222222,-7.934083333333334,"https://www.google.com/maps?q=37.01197222222222,-7.934083333333334",https://pt.wikipedia.org/wiki/Castelo_de_Faro
Castelo de Ferreira de Aves,40.798598,-7.689749,"https://www.google.com/maps?q=40.798598,-7.689749",https://pt.wikipedia.org/wiki/Castelo_de_Ferreira_de_Aves
Castelo de Flor da Rosa,39.306734,-7.648174,"https://www.google.com/maps?q=39.306734,-7.648174",https://pt.wikipedia.org/wiki/Mosteiro_de_Flor_da_Rosa
Castelo de Folgosinho,40.51102778,-7.51216667,"https://www.google.com/maps?q=40.51102778,-7.51216667",https://pt.wikipedia.org/wiki/Castelo_de_Folgosinho
Castelo de Fontalva,38.986863,-7.297756,"https://www.google.com/maps?q=38.986863,-7.297756",https://pt.wikipedia.org/wiki/Castelo_de_Fontalva
Castelo de Gaia,41.139823,-8.624503,"https://www.google.com/maps?q=41.139823,-8.624503",https://pt.wikipedia.org/wiki/Castelo_de_Gaia
Castelo de Germanelo,40.026208,-8.430253,"https://www.google.com/maps?q=40.026208,-8.430253",https://pt.wikipedia.org/wiki/Castelo_de_Germanelo
Castelo de Idanha-a-Nova,39.9199180603027,-7.23664617538452,"https://www.google.com/maps?q=39.9199180603027,-7.23664617538452",https://pt.wikipedia.org/wiki/Castelo_de_Idanha-a-Nova
Castelo de Idanha-a-Velha,39.99555556,-7.14388889,"https://www.google.com/maps?q=39.99555556,-7.14388889",https://pt.wikipedia.org/wiki/Castelo_de_Idanha-a-Velha
Castelo de Juromenha,38.738175,-7.239841,"https://www.google.com/maps?q=38.738175,-7.239841",https://pt.wikipedia.org/wiki/Castelo_de_Juromenha
Castelo de Lagos,37.097122,-8.671626,"https://www.google.com/maps?q=37.097122,-8.671626",https://pt.wikipedia.org/wiki/Castelo_de_Lagos
Castelo de Lanhoso,41.58694444,-8.28138889,"https://www.google.com/maps?q=41.58694444,-8.28138889",https://pt.wikipedia.org/wiki/Castelo_de_Lanhoso
Castelo de Leiria,39.747,-8.81,"https://www.google.com/maps?q=39.747,-8.81",https://pt.wikipedia.org/wiki/Castelo_de_Leiria
Castelo de Lindoso,41.86694444,-8.19916667,"https://www.google.com/maps?q=41.86694444,-8.19916667",https://pt.wikipedia.org/wiki/Castelo_de_Lindoso
Castelo de Linhares,40.54138889,-7.46111111,"https://www.google.com/maps?q=40.54138889,-7.46111111",https://pt.wikipedia.org/wiki/Castelo_de_Linhares
Castelo de Longroiva,40.96388889,-7.20861111,"https://www.google.com/maps?q=40.96388889,-7.20861111",https://pt.wikipedia.org/wiki/Castelo_de_Longroiva
Castelo de Loulé,37.13944444,-8.02388889,"https://www.google.com/maps?q=37.13944444,-8.02388889",https://pt.wikipedia.org/wiki/Castelo_de_Loul%C3%A9
Castelo de Mós,41.159836,-6.908531,"https://www.google.com/maps?q=41.159836,-6.908531",https://pt.wikipedia.org/wiki/Castelo_de_M%C3%B3s
Castelo de Mértola,37.63805556,-7.66444444,"https://www.google.com/maps?q=37.63805556,-7.66444444",https://pt.wikipedia.org/wiki/Castelo_de_M%C3%A9rtola
Castelo de Marialva,40.91348,-7.231564,"https://www.google.com/maps?q=40.91348,-7.231564",https://pt.wikipedia.org/wiki/Castelo_de_Marialva
Castelo de Marvão,39.39638889,-7.37972222,"https://www.google.com/maps?q=39.39638889,-7.37972222",https://pt.wikipedia.org/wiki/Castelo_de_Marv%C3%A3o
Castelo de Matosinhos,41.18761111,-8.702275,"https://www.google.com/maps?q=41.18761111,-8.702275",https://pt.wikipedia.org/wiki/Castelo_de_Matosinhos
Castelo de Messejana,37.836375,-8.246469,"https://www.google.com/maps?q=37.836375,-8.246469",https://pt.wikipedia.org/wiki/Castelo_de_Messejana
Castelo de Milfontes,37.722715,-8.783002,"https://www.google.com/maps?q=37.722715,-8.783002",https://pt.wikipedia.org/wiki/Castelo_de_Milfontes
Castelo de Miranda do Douro,41.496565,-6.275166,"https://www.google.com/maps?q=41.496565,-6.275166",https://pt.wikipedia.org/wiki/Castelo_de_Miranda_do_Douro
Castelo de Mirandela,41.48555556,-7.18277778,"https://www.google.com/maps?q=41.48555556,-7.18277778",https://pt.wikipedia.org/wiki/Castelo_de_Mirandela
Castelo de Mogadouro,41.33805556,-6.72055556,"https://www.google.com/maps?q=41.33805556,-6.72055556",https://pt.wikipedia.org/wiki/Castelo_de_Mogadouro
Castelo de Monção,42.078664,-8.480006,"https://www.google.com/maps?q=42.078664,-8.480006",https://pt.wikipedia.org/wiki/Castelo_de_Mon%C3%A7%C3%A3o
Castelo de Monforte (Portalegre),39.054522,-7.438977,"https://www.google.com/maps?q=39.054522,-7.438977",https://pt.wikipedia.org/wiki/Castelo_de_Monforte_(Portalegre)
Castelo de Monforte,41.762258333333,-7.3561055555556,"https://www.google.com/maps?q=41.762258333333,-7.3561055555556",https://pt.wikipedia.org/wiki/Castelo_de_Monforte_(Chaves)
Castelo de Monsanto,40.03555556,-7.11388889,"https://www.google.com/maps?q=40.03555556,-7.11388889",https://pt.wikipedia.org/wiki/Castelo_de_Monsanto
Castelo de Monsaraz,38.443184,-7.380692,"https://www.google.com/maps?q=38.443184,-7.380692",https://pt.wikipedia.org/wiki/Castelo_de_Monsaraz
Castelo de Montalegre,41.826,-7.791,"https://www.google.com/maps?q=41.826,-7.791",https://pt.wikipedia.org/wiki/Castelo_de_Montalegre
Castelo de Montalvão,39.595878,-7.526333,"https://www.google.com/maps?q=39.595878,-7.526333",https://pt.wikipedia.org/wiki/Castelo_de_Montalv%C3%A3o
Castelo de Montel,37.7519493103027,-7.93989992141724,"https://www.google.com/maps?q=37.7519493103027,-7.93989992141724",https://pt.wikipedia.org/wiki/Castelo_de_Montel
Castelo de Montemor-o-Novo,38.6425,-8.2156,"https://www.google.com/maps?q=38.6425,-8.2156",https://pt.wikipedia.org/wiki/Castelo_de_Montemor-o-Novo
Castelo de Montemor-o-Velho,40.174942,-8.684181,"https://www.google.com/maps?q=40.174942,-8.684181",https://pt.wikipedia.org/wiki/Castelo_de_Montemor-o-Velho
Castelo de Moreira de Rei,40.82817778,-7.32062778,"https://www.google.com/maps?q=40.82817778,-7.32062778",https://pt.wikipedia.org/wiki/Castelo_de_Moreira_de_Rei
Castelo de Moreira,41.36361111,-8.05194444,"https://www.google.com/maps?q=41.36361111,-8.05194444",https://pt.wikipedia.org/wiki/Castelo_de_Moreira
Castelo de Mourão,38.385,-7.34666667,"https://www.google.com/maps?q=38.385,-7.34666667",https://pt.wikipedia.org/wiki/Castelo_de_Mour%C3%A3o
Castelo de Moura,38.14361111,-7.45138889,"https://www.google.com/maps?q=38.14361111,-7.45138889",https://pt.wikipedia.org/wiki/Castelo_de_Moura
Castelo de Nisa,39.518425,-7.647084,"https://www.google.com/maps?q=39.518425,-7.647084",https://pt.wikipedia.org/wiki/Castelo_de_Nisa
Castelo de Noudar,38.17777778,-7.06277778,"https://www.google.com/maps?q=38.17777778,-7.06277778",https://pt.wikipedia.org/wiki/Castelo_de_Noudar
Castelo de Numão,41.09972222,-7.29,"https://www.google.com/maps?q=41.09972222,-7.29",https://pt.wikipedia.org/wiki/Castelo_de_Num%C3%A3o
Castelo de Odemira,37.59726666666667,-8.643413888888889,"https://www.google.com/maps?q=37.59726666666667,-8.643413888888889",https://pt.wikipedia.org/wiki/Castelo_de_Odemira
Castelo de Oleiros,41.301484,-6.45813,"https://www.google.com/maps?q=41.301484,-6.45813",https://pt.wikipedia.org/wiki/Castelo_de_Oleiros
Castelo de Olivença,38.6855,-7.09911,"https://www.google.com/maps?q=38.6855,-7.09911",https://pt.wikipedia.org/wiki/Castelo_de_Oliven%C3%A7a
Castelo de Ouguela,39.07888889,-7.03166667,"https://www.google.com/maps?q=39.07888889,-7.03166667",https://pt.wikipedia.org/wiki/Castelo_de_Ouguela
Castelo de Ourém,39.641170501709,-8.5919713973999,"https://www.google.com/maps?q=39.641170501709,-8.5919713973999",https://pt.wikipedia.org/wiki/Castelo_de_Our%C3%A9m
Castelo de Ourique,37.654191,-8.226354,"https://www.google.com/maps?q=37.654191,-8.226354",https://pt.wikipedia.org/wiki/Castelo_de_Ourique
Castelo de Outeiro de Miranda,41.68302,-6.591998,"https://www.google.com/maps?q=41.68302,-6.591998",https://pt.wikipedia.org/wiki/Castelo_de_Outeiro_de_Miranda
Castelo de Póvoa de Lanhoso,41.58694444,-8.28138889,"https://www.google.com/maps?q=41.58694444,-8.28138889",https://pt.wikipedia.org/wiki/Castelo_de_P%C3%B3voa_de_Lanhoso
Castelo de Paderne,37.15705555555556,-8.200555555555555,"https://www.google.com/maps?q=37.15705555555556,-8.200555555555555",https://pt.wikipedia.org/wiki/Castelo_de_Paderne
Castelo de Palmela,38.565621,-8.901681,"https://www.google.com/maps?q=38.565621,-8.901681",https://pt.wikipedia.org/wiki/Castelo_de_Palmela
Castelo de Pena de Aguiar,41.46944444,-7.68027778,"https://www.google.com/maps?q=41.46944444,-7.68027778",https://pt.wikipedia.org/wiki/Castelo_de_Pena_de_Aguiar
